ts_code,name,up_limit_times
003031.SZ,中瓷电子,3
000858.SZ,五粮液,3
002297.SZ,博云新材,3
600399.SH,抚顺特钢,3
688549.SH,中巨芯-U,3
000718.SZ,苏宁环球,3
300238.SZ,冠昊生物,3
603787.SH,新日股份,3
601015.SH,陕西黑猫,3
000722.SZ,湖南发展,3
300398.SZ,飞凯材料,3
300091.SZ,金通灵,3
600581.SH,八一钢铁,3
002479.SZ,富春环保,3
600783.SH,鲁信创投,3
300086.SZ,康芝药业,3
000831.SZ,中国稀土,3
600782.SH,新钢股份,3
002287.SZ,奇正藏药,3
300249.SZ,依米康,3
300007.SZ,汉威科技,3
688530.SH,欧莱新材,3
603855.SH,华荣股份,3
603373.SH,安邦护卫,3
600456.SH,宝钛股份,3
000735.SZ,罗牛山,3
000860.SZ,顺鑫农业,3
300417.SZ,南华仪器,3
603216.SH,梦天家居,3
300222.SZ,科大智能,3
002303.SZ,美盈森,3
000661.SZ,长春高新,3
000663.SZ,永安林业,3
688288.SH,鸿泉物联,3
000680.SZ,山推股份,3
300451.SZ,创业慧康,3
688701.SH,卓锦股份,3
000887.SZ,中鼎股份,3
002337.SZ,赛象科技,3
001268.SZ,联合精密,3
688292.SH,浩瀚深度,3
600356.SH,恒丰纸业,3
300442.SZ,润泽科技,3
603150.SH,万朗磁塑,3
600361.SH,创新新材,3
002282.SZ,博深股份,3
000698.SZ,沈阳化工,3
002470.SZ,金正大,3
000962.SZ,东方钽业,3
603209.SH,兴通股份,3
300427.SZ,红相股份,3
300425.SZ,中建环能,3
300424.SZ,航新科技,3
601068.SH,中铝国际,3
300421.SZ,力星股份,3
003028.SZ,振邦智能,3
688369.SH,致远互联,3
600768.SH,宁波富邦,3
300370.SZ,安控科技,3
300364.SZ,中文在线,3
300255.SZ,常山药业,3
300323.SZ,华灿光电,3
300047.SZ,天源迪科,3
600510.SH,黑牡丹,3
603815.SH,交建股份,3
600513.SH,联环药业,3
603801.SH,志邦家居,3
600515.SH,海南机场,3
000985.SZ,大庆华科,3
000987.SZ,越秀资本,3
688429.SH,时创能源,3
300059.SZ,东方财富,3
688343.SH,云天励飞-U,3
002489.SZ,浙江永强,3
600739.SH,辽宁成大,3
002328.SZ,新朋股份,3
000788.SZ,北大医药,3
603183.SH,建研院,3
300058.SZ,蓝色光标,3
000790.SZ,华神科技,3
601388.SH,怡球资源,3
600533.SH,栖霞建设,3
002494.SZ,华斯股份,3
000791.SZ,甘肃能源,3
300053.SZ,航宇微,3
000797.SZ,中国武夷,3
300293.SZ,蓝英装备,3
600538.SH,国发股份,3
300044.SZ,赛为智能,3
300043.SZ,星辉娱乐,3
300280.SZ,紫天科技,3
603799.SH,华友钴业,3
603172.SH,万丰股份,3
688653.SH,康希通信,3
600728.SH,佳都科技,3
600477.SH,杭萧钢构,3
603037.SH,凯众股份,3
002544.SZ,普天科技,3
000756.SZ,新华制药,3
300072.SZ,海新能科,3
300069.SZ,金利华电,3
600558.SH,大西洋,3
300348.SZ,长亮科技,3
600748.SH,上实发展,3
300271.SZ,华宇软件,3
300042.SZ,朗科科技,3
000819.SZ,岳阳兴长,3
000766.SZ,通化金马,3
601083.SH,锦江航运,3
002543.SZ,万和电气,3
603800.SH,洪田股份,3
300067.SZ,安诺其,3
300277.SZ,海联讯,3
603190.SH,亚通精工,3
300278.SZ,华昌达,3
002487.SZ,大金重工,3
000812.SZ,陕西金叶,3
300328.SZ,宜安科技,3
600618.SH,氯碱化工,3
603182.SH,嘉华股份,3
001277.SZ,速达股份,3
300192.SZ,科德教育,3
000596.SZ,古井贡酒,3
002518.SZ,科士达,3
300539.SZ,横河精密,3
002955.SZ,鸿合科技,3
600815.SH,厦工股份,3
002451.SZ,摩恩电气,3
600293.SH,三峡新材,3
300127.SZ,银河磁体,3
600668.SH,尖峰集团,3
002345.SZ,潮宏基,3
603897.SH,长城科技,3
002271.SZ,东方雨虹,3
001313.SZ,粤海饲料,3
600833.SH,第一医药,3
300170.SZ,汉得信息,3
603237.SH,五芳斋,3
601113.SH,华鼎股份,3
002317.SZ,众生药业,3
002985.SZ,北摩高科,3
600307.SH,酒钢宏兴,3
000576.SZ,甘化科工,3
603229.SH,奥翔药业,3
603365.SH,水星家纺,3
300173.SZ,福能东方,3
688709.SH,成都华微,3
600673.SH,东阳光,3
300521.SZ,爱司凯,3
002273.SZ,水晶光电,3
600638.SH,新黄浦,3
603648.SH,畅联股份,3
300518.SZ,新迅达,3
600257.SH,大湖股份,3
603125.SH,常青科技,3
603909.SH,建发合诚,3
300135.SZ,宝利国际,3
002957.SZ,科瑞技术,3
300515.SZ,三德科技,3
002515.SZ,金字火腿,3
001324.SZ,长青科技,3
601059.SH,信达证券,3
002319.SZ,乐通股份,3
300510.SZ,金冠股份,3
603231.SH,索宝蛋白,3
002561.SZ,徐家汇,3
600252.SH,中恒集团,3
001356.SZ,富岭股份,3
600230.SH,沧州大化,3
600662.SH,外服控股,3
002988.SZ,豪美新材,3
600621.SH,华鑫股份,3
001382.SZ,新亚电缆,3
603111.SH,康尼机电,3
600325.SH,华发股份,3
002937.SZ,兴瑞科技,3
001376.SZ,百通能源,3
300570.SZ,太辰光,3
002935.SZ,天奥电子,3
300479.SZ,神思电子,3
000938.SZ,紫光股份,3
603396.SH,金辰股份,3
300473.SZ,德尔股份,3
601588.SH,北辰实业,3
600331.SH,宏达股份,3
601106.SH,中国一重,3
002928.SZ,华夏航空,3
002926.SZ,华西证券,3
300478.SZ,杭州高新,3
002991.SZ,甘源食品,3
603130.SH,云中马,3
600223.SH,福瑞达,3
002922.SZ,伊戈尔,3
001308.SZ,康冠科技,3
000920.SZ,沃顿科技,3
600667.SH,太极实业,3
002939.SZ,长城证券,3
600320.SH,振华重工,3
001288.SZ,运机集团,3
300460.SZ,惠伦晶体,3
600809.SH,山西汾酒,3
688536.SH,思瑞浦,3
600808.SH,马钢股份,3
688252.SH,天德钰,3
002938.SZ,鹏鼎控股,3
001278.SZ,一彬科技,3
301259.SZ,艾布鲁,2
301301.SZ,川宁生物,2
301261.SZ,恒工精密,2
603179.SH,新泉股份,2
603097.SH,江苏华辰,2
601788.SH,光大证券,2
301268.SZ,铭利达,2
301067.SZ,显盈科技,2
688045.SH,必易微,2
603176.SH,汇通集团,2
601179.SH,中国西电,2
301086.SZ,鸿富瀚,2
600663.SH,陆家嘴,2
600927.SH,永安期货,2
301077.SZ,星华新材,2
688039.SH,当虹科技,2
301292.SZ,海科新源,2
301287.SZ,康力源,2
603650.SH,彤程新材,2
301252.SZ,同星科技,2
603173.SH,福斯达,2
600562.SH,国睿科技,2
605555.SH,德昌股份,2
601211.SH,国泰海通,2
601512.SH,中新集团,2
301132.SZ,满坤科技,2
301197.SZ,工大科雅,2
600600.SH,青岛啤酒,2
603107.SH,上海汽配,2
688002.SH,睿创微纳,2
301190.SZ,善水科技,2
301189.SZ,奥尼电子,2
301135.SZ,瑞德智能,2
301187.SZ,欧圣电气,2
603105.SH,芯能科技,2
301137.SZ,哈焊华通,2
301180.SZ,万祥科技,2
600703.SH,三安光电,2
603096.SH,新经典,2
301138.SZ,华研精机,2
601038.SH,一拖股份,2
600958.SH,东方证券,2
301139.SZ,元道通信,2
301165.SZ,锐捷网络,2
301162.SZ,国能日新,2
301141.SZ,中科磁业,2
301151.SZ,冠龙节能,2
603344.SH,星德胜,2
301161.SZ,唯万密封,2
603757.SH,大元泵业,2
301153.SZ,中科江南,2
603588.SH,高能环境,2
600616.SH,金枫酒业,2
600959.SH,江苏有线,2
600706.SH,曲江文旅,2
600962.SH,国投中鲁,2
603798.SH,康普顿,2
603102.SH,百合股份,2
601555.SH,东吴证券,2
600675.SH,中华企业,2
301102.SZ,兆讯传媒,2
603519.SH,立霸股份,2
301110.SZ,青木科技,2
301231.SZ,荣信文化,2
600575.SH,淮河能源,2
600963.SH,岳阳林纸,2
301115.SZ,建科股份,2
301117.SZ,佳缘科技,2
603100.SH,川仪股份,2
600718.SH,东软集团,2
601399.SH,国机重装,2
603379.SH,三美股份,2
301221.SZ,光庭信息,2
601800.SH,中国交建,2
301220.SZ,亚香股份,2
301219.SZ,腾远钴业,2
301118.SZ,恒光股份,2
603337.SH,杰克股份,2
688022.SH,瀚川智能,2
301212.SZ,联盛化学,2
603738.SH,泰晶科技,2
301123.SZ,奕东电子,2
301125.SZ,腾亚精工,2
301126.SZ,达嘉维康,2
600584.SH,长电科技,2
603786.SH,科博达,2
600586.SH,金晶科技,2
603587.SH,地素时尚,2
600200.SH,江苏吴中,2
601688.SH,华泰证券,2
601990.SH,南京证券,2
600798.SH,宁波海运,2
600060.SH,海信视像,2
600061.SH,国投资本,2
603969.SH,银龙股份,2
600335.SH,国机汽车,2
600801.SH,华新水泥,2
603888.SH,新华网,2
601107.SH,四川成渝,2
601969.SH,海南矿业,2
601108.SH,财通证券,2
600319.SH,亚星化学,2
603395.SH,红四方,2
601615.SH,明阳智能,2
600810.SH,神马股份,2
600308.SH,华泰股份,2
600104.SH,上汽集团,2
600052.SH,东望时代,2
603983.SH,丸美生物,2
600109.SH,国金证券,2
605016.SH,百龙创园,2
600378.SH,昊华科技,2
603871.SH,嘉友国际,2
603876.SH,鼎胜新材,2
605055.SH,迎丰股份,2
600369.SH,西南证券,2
600792.SH,云煤能源,2
605020.SH,永和股份,2
601366.SH,利群股份,2
600338.SH,西藏珠峰,2
601101.SH,昊华能源,2
605009.SH,豪悦护理,2
603065.SH,宿迁联盛,2
603213.SH,镇洋发展,2
600879.SH,航天电子,2
600032.SH,浙江新能,2
601012.SH,隆基绿能,2
600106.SH,重庆路桥,2
600111.SH,北方稀土,2
603605.SH,珀莱雅,2
603929.SH,亚翔集成,2
603233.SH,大参林,2
603050.SH,科林电气,2
603027.SH,千禾味业,2
600168.SH,武汉控股,2
601118.SH,海南橡胶,2
600170.SH,上海建工,2
603031.SH,安孚科技,2
601126.SH,四方股份,2
600159.SH,大龙地产,2
603239.SH,浙江仙通,2
600183.SH,生益科技,2
603036.SH,如通股份,2
603040.SH,新坐标,2
603927.SH,中科软,2
600197.SH,伊力特,2
603255.SH,鼎际得,2
600845.SH,宝信软件,2
600155.SH,华创云信,2
600113.SH,浙江东日,2
600131.SH,国网信通,2
600114.SH,东睦股份,2
603000.SH,人民网,2
600999.SH,招商证券,2
603227.SH,雪峰科技,2
601007.SH,金陵饭店,2
603903.SH,中持股份,2
603057.SH,紫燕食品,2
600853.SH,龙建股份,2
600259.SH,广晟有色,2
603713.SH,密尔克卫,2
603017.SH,中衡设计,2
600137.SH,浪莎股份,2
603055.SH,台华新材,2
600265.SH,景谷林业,2
600149.SH,廊坊发展,2
600261.SH,阳光照明,2
600790.SH,轻纺城,2
301606.SZ,绿联科技,2
603577.SH,汇金通,2
301383.SZ,天键股份,2
603191.SH,望变电气,2
600498.SH,烽火通信,2
301377.SZ,鼎泰高科,2
601238.SH,广汽集团,2
301380.SZ,挖金客,2
600746.SH,江苏索普,2
301382.SZ,蜂助手,2
603192.SH,汇得科技,2
603566.SH,普莱柯,2
603568.SH,伟明环保,2
301392.SZ,汇成真空,2
603829.SH,洛凯股份,2
603833.SH,欧派家居,2
601778.SH,晶科科技,2
301399.SZ,英特科技,2
301419.SZ,阿莱德,2
605183.SH,确成股份,2
603325.SH,博隆技术,2
603600.SH,永艺股份,2
600909.SH,华安证券,2
603687.SH,大胜达,2
600918.SH,中泰证券,2
600735.SH,新华锦,2
601231.SH,环旭电子,2
605288.SH,凯迪股份,2
600531.SH,豫光金铅,2
603810.SH,丰山集团,2
603329.SH,上海雅仕,2
301365.SZ,矩阵股份,2
301335.SZ,天元宠物,2
301336.SZ,趣睡科技,2
301337.SZ,亚华电子,2
600517.SH,国网英大,2
605222.SH,起帆电缆,2
301348.SZ,蓝箭电子,2
605196.SH,华通线缆,2
603089.SH,正裕工业,2
601279.SH,英利汽车,2
600758.SH,辽宁能源,2
603201.SH,常润股份,2
603318.SH,水发燃气,2
600420.SH,国药现代,2
600416.SH,湘电股份,2
600415.SH,小商品城,2
601375.SH,中原证券,2
603861.SH,白云电器,2
301551.SZ,无线传媒,2
301568.SZ,思泰克,2
301446.SZ,福事特,2
688047.SH,龙芯中科,2
603866.SH,桃李面包,2
603369.SH,今世缘,2
605077.SH,华康股份,2
301591.SZ,肯特股份,2
301592.SZ,六九一二,2
603205.SH,健尔康,2
600883.SH,博闻科技,2
600884.SH,杉杉股份,2
600429.SH,三元股份,2
605111.SH,新洁能,2
600761.SH,安徽合力,2
301456.SZ,盘古智能,2
301459.SZ,丰茂股份,2
601377.SH,兴业证券,2
600468.SH,百利电气,2
603197.SH,保隆科技,2
301488.SZ,豪恩汽电,2
603703.SH,盛洋科技,2
605123.SH,派克新材,2
301503.SZ,智迪科技,2
601019.SH,山东出版,2
301510.SZ,固高科技,2
301511.SZ,德福科技,2
600438.SH,通威股份,2
605117.SH,德业股份,2
601096.SH,宏盛华源,2
300648.SZ,星云股份,2
002409.SZ,雅克科技,2
002624.SZ,完美世界,2
300613.SZ,富瀚微,2
002687.SZ,乔治白,2
002679.SZ,福建金森,2
300616.SZ,尚品宅配,2
002674.SZ,兴业科技,2
002669.SZ,康达新材,2
002662.SZ,京威股份,2
688221.SH,前沿生物-U,2
002661.SZ,克明食品,2
002652.SZ,扬子新材,2
002646.SZ,天佑德酒,2
002644.SZ,佛慈制药,2
002626.SZ,金达威,2
300642.SZ,透景生命,2
002613.SZ,北玻股份,2
002841.SZ,视源股份,2
002609.SZ,捷顺科技,2
002603.SZ,以岭药业,2
688525.SH,佰维存储,2
300655.SZ,晶瑞电材,2
002578.SZ,闽发铝业,2
300660.SZ,江苏雷利,2
300662.SZ,科锐国际,2
002566.SZ,益盛药业,2
002563.SZ,森马服饰,2
002560.SZ,通达股份,2
688202.SH,美迪西,2
300675.SZ,建科院,2
002555.SZ,三七互娱,2
002550.SZ,千红制药,2
002698.SZ,博实股份,2
300606.SZ,金太阳,2
002707.SZ,众信旅游,2
688230.SH,芯导科技,2
688507.SH,索辰科技,2
300548.SZ,博创科技,2
300550.SZ,和仁科技,2
300552.SZ,万集科技,2
002828.SZ,贝肯能源,2
300553.SZ,集智股份,2
300554.SZ,三超新材,2
002810.SZ,山东赫达,2
688249.SH,晶合集成,2
002798.SZ,帝欧家居,2
300565.SZ,科信技术,2
002787.SZ,华源控股,2
300567.SZ,精测电子,2
688511.SH,天微电子,2
002782.SZ,可立克,2
002774.SZ,快意电梯,2
688244.SH,永信至诚,2
300576.SZ,容大感光,2
300583.SZ,赛托生物,2
002749.SZ,国光股份,2
002738.SZ,中矿资源,2
002736.SZ,国信证券,2
300590.SZ,移为通信,2
002728.SZ,特一药业,2
300593.SZ,新雷能,2
300594.SZ,朗进科技,2
688516.SH,奥特维,2
300598.SZ,诚迈科技,2
300599.SZ,雄塑科技,2
688196.SH,卓越新能,2
002533.SZ,金杯电工,2
002519.SZ,银河电子,2
300753.SZ,爱朋医疗,2
002322.SZ,理工能科,2
002320.SZ,海峡股份,2
688172.SH,燕东微,2
002314.SZ,南山控股,2
002299.SZ,圣农发展,2
688568.SH,中科星图,2
002263.SZ,大东南,2
002242.SZ,九阳股份,2
688167.SH,炬光科技,2
300781.SZ,因赛集团,2
300782.SZ,卓胜微,2
300787.SZ,海能实业,2
002234.SZ,民和股份,2
002214.SZ,大立科技,2
002206.SZ,海利得,2
002190.SZ,成飞集成,2
002186.SZ,全聚德,2
002171.SZ,楚江新材,2
002158.SZ,汉钟精机,2
300813.SZ,泰林生物,2
300816.SZ,艾可蓝,2
688148.SH,芳源股份,2
002150.SZ,通润装备,2
688591.SH,泰凌微,2
002120.SZ,韵达股份,2
688141.SH,杰华特,2
688595.SH,芯海科技,2
002099.SZ,海翔药业,2
002090.SZ,金智科技,2
688173.SH,希荻微,2
002334.SZ,英威腾,2
300687.SZ,赛意信息,2
002351.SZ,漫步者,2
300688.SZ,创业黑马,2
002516.SZ,旷达科技,2
300694.SZ,蠡湖股份,2
002476.SZ,宝莫股份,2
300697.SZ,电工合金,2
002468.SZ,申通快递,2
002445.SZ,中南文化,2
300700.SZ,岱勒新材,2
002444.SZ,巨星科技,2
002441.SZ,众业达,2
002432.SZ,九安医疗,2
002430.SZ,杭氧股份,2
300711.SZ,广哈通信,2
300715.SZ,凯伦股份,2
002407.SZ,多氟多,2
300719.SZ,安达维尔,2
002401.SZ,中远海科,2
002391.SZ,长青股份,2
300721.SZ,怡达股份,2
300723.SZ,一品红,2
300724.SZ,捷佳伟创,2
002382.SZ,蓝帆医疗,2
300726.SZ,宏达电子,2
002375.SZ,亚厦股份,2
002373.SZ,千方科技,2
002372.SZ,伟星新材,2
002371.SZ,北方华创,2
300739.SZ,明阳电路,2
688183.SH,生益电子,2
002840.SZ,华统股份,2
002845.SZ,同兴达,2
002081.SZ,金螳螂,2
300122.SZ,智飞生物,2
300157.SZ,新锦动力,2
300320.SZ,海达股份,2
300148.SZ,天舟文化,2
688392.SH,骄成超声,2
688393.SH,安必平,2
300329.SZ,海伦钢琴,2
300142.SZ,沃森生物,2
688332.SH,中科蓝讯,2
300340.SZ,科恒股份,2
300342.SZ,天银机电,2
300131.SZ,英唐智控,2
300130.SZ,新国都,2
300128.SZ,锦富技术,2
300123.SZ,亚光科技,2
300353.SZ,东土科技,2
300538.SZ,同益股份,2
300121.SZ,阳谷华泰,2
688326.SH,经纬恒润-W,2
688325.SH,赛微微电,2
688400.SH,凌云光,2
300366.SZ,创意信息,2
300369.SZ,绿盟科技,2
300111.SZ,向日葵,2
300107.SZ,建新股份,2
688409.SH,富创精密,2
300378.SZ,鼎捷数智,2
688416.SH,恒烁股份,2
300088.SZ,长信科技,2
300084.SZ,海默科技,2
300082.SZ,奥克股份,2
300162.SZ,雷曼光电,2
300316.SZ,晶盛机电,2
300314.SZ,戴维医疗,2
300166.SZ,东方国信,2
301060.SZ,兰卫医学,2
300243.SZ,瑞丰高材,2
300233.SZ,金城医药,2
300246.SZ,宝莱特,2
300231.SZ,银信科技,2
300250.SZ,初灵信息,2
300252.SZ,金信诺,2
300226.SZ,上海钢联,2
300260.SZ,新莱应材,2
300215.SZ,电科院,2
300214.SZ,日科化学,2
300264.SZ,佳创视讯,2
300265.SZ,通光线缆,2
300212.SZ,易华录,2
300269.SZ,联建光电,2
300270.SZ,中威电子,2
300272.SZ,开能健康,2
300210.SZ,森远股份,2
300279.SZ,和晶科技,2
300281.SZ,金明精机,2
300204.SZ,舒泰神,2
300195.SZ,长荣股份,2
300292.SZ,吴通控股,2
300191.SZ,潜能恒信,2
688348.SH,昱能科技,2
300302.SZ,同有科技,2
688381.SH,帝奥微,2
300183.SZ,东软载波,2
688385.SH,复旦微电,2
300081.SZ,恒信东方,2
300080.SZ,易成新能,2
300390.SZ,天华新能,2
300477.SZ,合纵科技,2
688277.SH,天智航-U,2
002977.SZ,天箭科技,2
002967.SZ,广电计量,2
300488.SZ,恒锋工具,2
300491.SZ,通合科技,2
002960.SZ,青鸟消防,2
688270.SH,臻镭科技,2
300496.SZ,中科创达,2
002956.SZ,西麦食品,2
300499.SZ,高澜股份,2
002950.SZ,奥美医疗,2
300500.SZ,启迪设计,2
002947.SZ,恒铭达,2
688499.SH,利元亨,2
300504.SZ,天邑股份,2
002906.SZ,华阳集团,2
300508.SZ,维宏股份,2
002891.SZ,中宠股份,2
002882.SZ,金龙羽,2
688261.SH,东微半导,2
300519.SZ,新光药业,2
300520.SZ,科大国创,2
688260.SH,昀冢科技,2
300527.SZ,中船应急,2
300528.SZ,幸福蓝海,2
002850.SZ,科达利,2
300534.SZ,陇神戎发,2
300537.SZ,广信材料,2
002847.SZ,盐津铺子,2
002978.SZ,安宁股份,2
002980.SZ,华盛昌,2
300394.SZ,天孚通信,2
688279.SH,峰岹科技,2
300397.SZ,天和防务,2
300400.SZ,劲拓股份,2
688311.SH,盟升电子,2
300056.SZ,中创环保,2
300407.SZ,凯发电气,2
300045.SZ,华力创通,2
300410.SZ,正业科技,2
688303.SH,大全能源,2
300024.SZ,机器人,2
300423.SZ,昇辉科技,2
300019.SZ,硅宝科技,2
688458.SH,美芯晟,2
300015.SZ,爱尔眼科,2
300014.SZ,亿纬锂能,2
300432.SZ,富临精工,2
300011.SZ,鼎汉技术,2
300006.SZ,莱美药业,2
003043.SZ,华亚智能,2
003039.SZ,顺控发展,2
003025.SZ,思进智能,2
003022.SZ,联泓新科,2
300450.SZ,先导智能,2
003019.SZ,宸展光电,2
003018.SZ,金富科技,2
300454.SZ,深信服,2
688286.SH,敏芯股份,2
300459.SZ,汤姆猫,2
002999.SZ,天禾股份,2
300466.SZ,赛摩智能,2
688138.SH,清溢光电,2
300237.SZ,美晨科技,2
000875.SZ,吉电股份,2
002015.SZ,协鑫能科,2
688720.SH,艾森股份,2
000733.SZ,振华科技,2
301025.SZ,读客文化,2
300920.SZ,润阳科技,2
002008.SZ,大族激光,2
001979.SZ,招商蛇口,2
688657.SH,浩辰软件,2
000970.SZ,中科三环,2
688114.SH,华大智造,2
688066.SH,航天宏图,2
000728.SZ,国元证券,2
000581.SZ,威孚高科,2
000582.SZ,北部湾港,2
688716.SH,中研股份,2
688711.SH,宏微科技,2
300872.SZ,天阳科技,2
000951.SZ,中国重汽,2
001359.SZ,平安电工,2
688661.SH,和林微纳,2
000776.SZ,广发证券,2
002026.SZ,山东威达,2
002025.SZ,航天电器,2
000507.SZ,珠海港,2
002022.SZ,科华生物,2
688120.SH,华海清科,2
300930.SZ,屹通新材,2
000528.SZ,柳工,2
000930.SZ,中粮科技,2
000931.SZ,中关村,2
301030.SZ,仕净科技,2
688118.SH,普元信息,2
000655.SZ,金岭矿业,2
300923.SZ,研奥股份,2
000531.SZ,穗恒运A,2
001360.SZ,南矿集团,2
688710.SH,益诺思,2
300935.SZ,盈建科,2
000700.SZ,模塑科技,2
301003.SZ,江苏博云,2
688078.SH,龙软科技,2
300894.SZ,火星人,2
001279.SZ,强邦新材,2
300899.SZ,上海凯鑫,2
688629.SH,华丰科技,2
000629.SZ,钒钛股份,2
000686.SZ,东北证券,2
001259.SZ,利仁科技,2
300901.SZ,中胤时尚,2
000685.SZ,中山公用,2
688631.SH,莱斯信息,2
001226.SZ,拓山重工,2
300903.SZ,科翔股份,2
300904.SZ,威力传动,2
001211.SZ,双枪科技,2
001207.SZ,联科科技,2
300885.SZ,海昌新材,2
000623.SZ,吉林敖东,2
688068.SH,热景生物,2
300913.SZ,兆龙互连,2
000600.SZ,建投能源,2
000603.SZ,盛达资源,2
301009.SZ,可靠股份,2
001336.SZ,楚环科技,2
301008.SZ,宏昌科技,2
300912.SZ,凯龙高科,2
688110.SH,东芯股份,2
001203.SZ,大中矿业,2
000612.SZ,焦作万方,2
300988.SZ,津荣天宇,2
688699.SH,明微电子,2
688071.SH,华依科技,2
001311.SZ,多利科技,2
300933.SZ,中辰股份,2
000767.SZ,晋控电力,2
000777.SZ,中核科技,2
000823.SZ,超声电子,2
300942.SZ,易瑞生物,2
301050.SZ,雷电微力,2
688798.SH,艾为电子,2
000899.SZ,赣能股份,2
000877.SZ,天山股份,2
002051.SZ,中工国际,2
000811.SZ,冰轮环境,2
300971.SZ,博亚精工,2
000037.SZ,深南电A,2
000881.SZ,中广核技,2
000166.SZ,申万宏源,2
688089.SH,嘉必优,2
300946.SZ,恒而达,2
688126.SH,沪硅产业,2
000159.SZ,国际实业,2
002062.SZ,宏润建设,2
000897.SZ,津滨发展,2
688090.SH,瑞松科技,2
000828.SZ,东莞控股,2
688131.SH,皓元医药,2
688602.SH,康鹏科技,2
000100.SZ,TCL科技,2
300969.SZ,恒帅股份,2
688787.SH,海天瑞声,2
000852.SZ,石化机械,2
000888.SZ,峨眉山A,2
300839.SZ,博汇股份,2
300943.SZ,春晖智控,2
002038.SZ,双鹭药业,2
000009.SZ,中国宝安,2
688084.SH,晶品特装,2
000921.SZ,海信家电,2
000014.SZ,沙河股份,2
300937.SZ,药易购,2
688800.SH,瑞可达,2
002034.SZ,旺能环境,2
688609.SH,九联科技,2
688049.SH,炬芯科技,2
688608.SH,恒玄科技,2
300975.SZ,商络电子,2
300964.SZ,本川智能,2
002080.SZ,中材科技,2
688061.SH,灿瑞科技,2
002029.SZ,七匹狼,2
000911.SZ,广农糖业,2
000027.SZ,深圳能源,2
688682.SH,霍莱沃,2
000802.SZ,北京文化,2
000782.SZ,恒申新材,2
688135.SH,利扬芯片,2
000672.SZ,上峰水泥,1
600765.SH,中航重机,1
688478.SH,晶升股份,1
000705.SZ,浙江震元,1
600854.SH,春兰股份,1
600771.SH,广誉远,1
000683.SZ,远兴能源,1
002873.SZ,新天药业,1
003035.SZ,南网能源,1
603165.SH,荣晟环保,1
688466.SH,金科环境,1
688700.SH,东威科技,1
300008.SZ,天海防务,1
600784.SH,鲁银投资,1
300004.SZ,南风股份,1
603163.SH,圣晖集成,1
300005.SZ,探路者,1
603161.SH,科华控股,1
002880.SZ,卫光生物,1
003002.SZ,壶化股份,1
688678.SH,福立旺,1
688698.SH,伟创电气,1
002986.SZ,宇新股份,1
002984.SZ,森麒麟,1
688496.SH,清越科技,1
688489.SH,三未信安,1
688690.SH,纳微科技,1
688689.SH,银河微电,1
000758.SZ,中色股份,1
000798.SZ,中水渔业,1
603180.SH,金牌家居,1
600827.SH,百联股份,1
002973.SZ,侨银股份,1
002972.SZ,科安达,1
603181.SH,皇马科技,1
002969.SZ,嘉美包装,1
002959.SZ,小熊电器,1
000786.SZ,北新建材,1
600821.SH,金开新能,1
002996.SZ,顺博合金,1
688484.SH,南芯科技,1
688692.SH,达梦数据,1
688486.SH,龙迅股份,1
003012.SZ,东鹏控股,1
000709.SZ,河钢股份,1
000719.SZ,中原传媒,1
600848.SH,上海临港,1
003011.SZ,海象新材,1
003006.SZ,百亚股份,1
600846.SH,同济科技,1
002895.SZ,川恒股份,1
002998.SZ,优彩资源,1
003000.SZ,劲仔食品,1
603199.SH,九华旅游,1
688695.SH,中创股份,1
002925.SZ,盈趣科技,1
600805.SH,悦达投资,1
002930.SZ,宏川智慧,1
688498.SH,源杰科技,1
000657.SZ,中钨高新,1
601952.SH,苏垦农发,1
603218.SH,日月股份,1
300140.SZ,节能环境,1
603355.SH,莱克电气,1
300187.SZ,永清环保,1
300185.SZ,通裕重工,1
000408.SZ,藏格矿业,1
600637.SH,东方明珠,1
600639.SH,浦东金桥,1
600640.SH,国脉文化,1
603289.SH,泰瑞机器,1
300176.SZ,鸿特科技,1
000419.SZ,通程控股,1
300164.SZ,通源石油,1
000423.SZ,东阿阿胶,1
603282.SH,亚光股份,1
603281.SH,江瀚新材,1
688390.SH,固德威,1
300158.SZ,振东制药,1
603279.SH,景津装备,1
300150.SZ,世纪瑞尔,1
600660.SH,福耀玻璃,1
688733.SH,壹石通,1
603277.SH,银都股份,1
688728.SH,格科微,1
300144.SZ,宋城演艺,1
300143.SZ,盈康生命,1
603271.SH,永杰新材,1
688380.SH,中微半导,1
000403.SZ,派林生物,1
688766.SH,普冉股份,1
688788.SH,科思科技,1
300235.SZ,方直科技,1
603331.SH,百达精工,1
300230.SZ,永利股份,1
600594.SH,益佰制药,1
300227.SZ,光韵达,1
600597.SH,光明乳业,1
300224.SZ,正海磁材,1
000048.SZ,京基智农,1
300223.SZ,北京君正,1
000050.SZ,深天马A,1
000055.SZ,方大集团,1
603322.SH,超讯通信,1
000338.SZ,潍柴动力,1
603321.SH,梅轮电梯,1
000061.SZ,农产品,1
300207.SZ,欣旺达,1
603312.SH,西典新能,1
603309.SH,维力医疗,1
300206.SZ,理邦仪器,1
300203.SZ,聚光科技,1
600617.SH,国新能源,1
300201.SZ,海伦哲,1
000301.SZ,东方盛虹,1
688379.SH,华光新材,1
300141.SZ,和顺电气,1
300138.SZ,晨光生物,1
688702.SH,盛科通信-U,1
